BDID	EGID	TAXID	SYMBOL	DESCRIPTION	HOMOLOGENE
1455061_a_at	52538	10090	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	4456
1427831_s_at	26466	10090	Zfp260	zinc finger protein 260	40802
1436871_at	225027	10090	Srsf7	serine/arginine-rich splicing factor 7	134446
1459843_s_at	17125	10090	Smad1	SMAD family member 1	21196
1417624_at	17936	10090	Nab1	Ngfi-A binding protein 1	4352
1434252_at	319880	10090	Tmcc3	transmembrane and coiled coil domains 3	10792
1451638_s_at	74252	10090	Armc1	armadillo repeat containing 1	10015
1424637_s_at	67163	10090	Ccdc47	coiled-coil domain containing 47	41351
1436757_a_at	110323	10090	Cox6b1	cytochrome c oxidase, subunit VIb polypeptide 1	39658
1452661_at	22042	10090	Tfrc	transferrin receptor	2429
1460164_at	20729	10090	Spin1	spindlin 1	55983
1438630_x_at	232087	10090	Mat2a	methionine adenosyltransferase II, alpha	38112
1420998_at	104156	10090	Etv5	ets variant 5	3276
1428820_at	13589	10090	Mapre1	microtubule-associated protein, RP/EB family, member 1	56129
1455312_at	241915	10090	Phc3	polyhomeotic-like 3 (Drosophila)	69390
1416369_at	66631	10090	Mfsd14b	major facilitator superfamily domain containing 14B	64464
1417763_at	107513	10090	Ssr1	signal sequence receptor, alpha	2368
1416578_at	100043674	10090	Rbx1-ps	ring-box 1, pseudogene	6872
1416578_at	56438	10090	Rbx1	ring-box 1	134530
1415995_at	12368	10090	Casp6	caspase 6	37455
1434556_at	621976	10090	Tmem170b	transmembrane protein 170B	73249
1432466_a_at	11816	10090	Apoe	apolipoprotein E	30951
1438976_x_at	232087	10090	Mat2a	methionine adenosyltransferase II, alpha	38112
1423890_x_at	11931	10090	Atp1b1	ATPase, Na+/K+ transporting, beta 1 polypeptide	37509
1433718_a_at	12412	10090	Cbx1	chromobox 1	89116
1433811_at	246198	10090	Mllt6	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6	31347
1437457_a_at	14489	10090	Mtpn	myotrophin	40607
1415923_at	17984	10090	Ndn	necdin	20559
1437474_at	229542	10090	Gatad2b	GATA zinc finger domain containing 2B	32484
1433697_at	225929	10090	Patl1	protein associated with topoisomerase II homolog 1 (yeast)	82269
1418123_at	22248	10090	Unc119	unc-119 lipid binding chaperone	3778
1423858_a_at	15360	10090	Hmgcs2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2	38066
1435009_at	236794	10090	Slc9a6	solute carrier family 9 (sodium/hydrogen exchanger), member 6	55971
1424296_at	14629	10090	Gclc	glutamate-cysteine ligase, catalytic subunit	1148
1455452_x_at	233529	10090	Kctd14	potassium channel tetramerisation domain containing 14	11396
1441722_at	-	-	-	-	-
1437995_x_at	235072	10090	Sept7	septin 7	1354
1434864_at	233280	10090	Nipa1	non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human)	42327
1418629_a_at	20218	10090	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	4781
1428423_at	69587	10090	Pcgf3	polycomb group ring finger 3	4605
1421891_at	20444	10090	St3gal2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	5047
1450870_at	56044	10090	Rala	v-ral simian leukemia viral oncogene A (ras related)	3942
1440179_x_at	268291	10090	Rnf217	ring finger protein 217	66368
1449198_a_at	20454	10090	St3gal5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	2893
1455633_at	239546	10090	Zfp647	zinc finger protein 647	27805
1434398_at	77286	10090	Nkrf	NF-kappaB repressing factor	84816
1434860_at	381510	10090	Dpy19l4	dpy-19-like 4 (C. elegans)	18773
1425937_a_at	192231	10090	Hexim1	hexamethylene bis-acetamide inducible 1	31382
1443856_at	54189	10090	Rabep1	rabaptin, RAB GTPase binding effector protein 1	3451
1429284_at	214944	10090	Mob3b	MOB kinase activator 3B	69385
1417710_at	59052	10090	Mettl9	methyltransferase like 9	41092
1448157_s_at	110954	10090	Rpl10	ribosomal protein L10	130545
1448157_s_at	434434	10090	Gm5621	predicted gene 5621	133863
1428325_at	66455	10090	Cnpy4	canopy FGF signaling regulator 4	15196
1426533_at	67134	10090	Nop56	NOP56 ribonucleoprotein	4660
1455513_at	270627	10090	Taf1	TATA-box binding protein associated factor 1	37942
1451521_x_at	22384	10090	Eif4h	eukaryotic translation initiation factor 4H	32536
1451356_at	66471	10090	Anp32e	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	41519
1435333_at	68493	10090	Ndufaf4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 4	40928
1422606_at	81799	10090	C1qtnf3	C1q and tumor necrosis factor related protein 3	12788
1423156_at	54342	10090	Gnpnat1	glucosamine-phosphate N-acetyltransferase 1	41323
1455711_at	207521	10090	Dtx4	deltex 4, E3 ubiquitin ligase	27781
1437200_at	218503	10090	Fcho2	FCH domain only 2	9030
1422241_a_at	54405	10090	Ndufa1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1	3337
1435743_at	277396	10090	Klhl23	kelch-like 23	18628
1426689_s_at	66945	10090	Sdha	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	3073
1424554_at	100336	10090	Ppp1r8	protein phosphatase 1, regulatory (inhibitor) subunit 8	8555
1427894_at	246154	10090	Vasn	vasorin	36929
1434312_at	11845	10090	Arf6	ADP-ribosylation factor 6	1256
1450859_s_at	66105	10090	Ube2d3	ubiquitin-conjugating enzyme E2D 3	123914
1448248_at	12928	10090	Crk	v-crk avian sarcoma virus CT10 oncogene homolog	81850
1448102_a_at	66317	10090	Wdr61	WD repeat domain 61	5884
1434665_at	11593	10090	Aga	aspartylglucosaminidase	13
1421378_s_at	17250	10090	Abcc1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	133779
1415794_a_at	20729	10090	Spin1	spindlin 1	55983
1437807_x_at	12385	10090	Ctnna1	catenin (cadherin associated protein), alpha 1	1433
1423213_at	54712	10090	Plxnc1	plexin C1	4211
1456878_at	192734	10090	Lrrc75b	leucine rich repeat containing 75B	65995
1451294_s_at	20643	10090	Snrpe	small nuclear ribonucleoprotein E	37729
1437717_x_at	381598	10090	2610005L07Rik	cadherin 11 pseudogene	-
1417250_at	19820	10090	Rlim	ring finger protein, LIM domain interacting	7920
1418424_at	21930	10090	Tnfaip6	tumor necrosis factor alpha induced protein 6	5162
1433634_at	270110	10090	Irf2bp2	interferon regulatory factor 2 binding protein 2	34290
1424721_at	216760	10090	Mfap3	microfibrillar-associated protein 3	4333
1426306_a_at	80884	10090	Maged2	melanoma antigen, family D, 2	12750
1426884_at	68477	10090	Rmnd5a	required for meiotic nuclear division 5 homolog A	5668
1426270_at	226026	10090	Smc5	structural maintenance of chromosomes 5	41009
1428679_s_at	104457	10090	0610010K14Rik	RIKEN cDNA 0610010K14 gene	12273
1428679_s_at	52898	10090	Rnasek	ribonuclease, RNase K	45475
1427476_a_at	69807	10090	Trim32	tripartite motif-containing 32	36327
1416727_a_at	109672	10090	Cyb5a	cytochrome b5 type A (microsomal)	41475
1451091_at	105245	10090	Txndc5	thioredoxin domain containing 5	11125
1453257_at	52123	10090	Agpat5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	10153
1439413_x_at	56397	10090	Morf4l2	mortality factor 4 like 2	22710
1415829_at	98386	10090	Lbr	lamin B receptor	2455
1452045_at	226442	10090	Zfp281	zinc finger protein 281	8270
1451133_s_at	101118	10090	Tmem168	transmembrane protein 168	11202
1416713_at	67971	10090	Tppp3	tubulin polymerization-promoting protein family member 3	32659
1421899_a_at	15064	10090	Mr1	major histocompatibility complex, class I-related	123981
1419418_a_at	17450	10090	Morc1	microrchidia 1	7843
1420866_at	22666	10090	Zbtb14	zinc finger and BTB domain containing 14	2560
1416244_a_at	12785	10090	Cnbp	cellular nucleic acid binding protein	2567
1452616_s_at	381760	10090	Ssbp1	single-stranded DNA binding protein 1	74462
1422495_a_at	15312	10090	Hmgn1	high mobility group nucleosomal binding domain 1	3643
1424410_at	76260	10090	Ttc8	tetratricopeptide repeat domain 8	14988
1423043_s_at	13205	10090	Ddx3x	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked	3425
1454959_s_at	14677	10090	Gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting 1	74417
1449181_at	14151	10090	Fech	ferrochelatase	113
1425052_at	66307	10090	Isoc1	isochorismatase domain containing 1	9361
1452207_at	17684	10090	Cited2	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	4433
1415812_at	227753	10090	Gsn	gelsolin	147
1428333_at	76219	10090	Arxes1	adipocyte-related X-chromosome expressed sequence 1	133090
1428333_at	76976	10090	Arxes2	adipocyte-related X-chromosome expressed sequence 2	133090
1434352_at	101148	10090	Bmt2	base methyltransferase of 25S rRNA 2	34695
1415998_at	22333	10090	Vdac1	voltage-dependent anion channel 1	107244
1435597_at	237877	10090	Atad5	ATPase family, AAA domain containing 5	32611
1449094_at	14615	10090	Gjc1	gap junction protein, gamma 1	4016
1454669_at	216821	10090	Tmem11	transmembrane protein 11	2879
1420774_a_at	67749	10090	Mgarp	mitochondria localized glutamic acid rich protein	49858
1434729_at	245522	10090	Zc4h2	zinc finger, C4H2 domain containing	10266
1416474_at	56741	10090	Igdcc4	immunoglobulin superfamily, DCC subclass, member 4	10570
1416183_a_at	16832	10090	Ldhb	lactate dehydrogenase B	55647
1434875_a_at	94353	10090	Hmgn3	high mobility group nucleosomal binding domain 3	-
1427114_at	72795	10090	Ttc19	tetratricopeptide repeat domain 19	9831
1448791_at	69178	10090	Snx5	sorting nexin 5	40944
1426068_at	224022	10090	Slc7a4	solute carrier family 7 (cationic amino acid transporter, y+ system), member 4	20883
1455091_at	235542	10090	Ppp2r3a	protein phosphatase 2, regulatory subunit B'', alpha	20595
1416700_at	74194	10090	Rnd3	Rho family GTPase 3	21074
1434866_x_at	12894	10090	Cpt1a	carnitine palmitoyltransferase 1a, liver	1413
1418512_at	56274	10090	Stk3	serine/threonine kinase 3	48420
1438385_s_at	108682	10090	Gpt2	glutamic pyruvate transaminase (alanine aminotransferase) 2	68832
1418446_at	20502	10090	Slc16a2	solute carrier family 16 (monocarboxylic acid transporters), member 2	39495
1428553_at	73046	10090	Glrx5	glutaredoxin 5	31984
1424309_a_at	17434	10090	Mocs2	molybdenum cofactor synthesis 2	32193
1434026_at	54667	10090	Atp8b2	ATPase, class I, type 8B, member 2	23226
1430053_a_at	67059	10090	Ola1	Obg-like ATPase 1	5361
1423236_at	14423	10090	Galnt1	polypeptide N-acetylgalactosaminyltransferase 1	8469
1415782_at	101056240	10090	LOC101056240	small ubiquitin-related modifier 2 pseudogene	139293
1415782_at	170930	10090	Sumo2	small ubiquitin-like modifier 2	87858
1424042_at	216395	10090	Tmem5	transmembrane protein 5	8600
1427983_at	208968	10090	Zfp280c	zinc finger protein 280C	9770
1423088_at	50875	10090	Tmod3	tropomodulin 3	8727
1418004_a_at	65963	10090	Tmem176b	transmembrane protein 176B	8521
1433740_at	72477	10090	Tmem87b	transmembrane protein 87B	69513
1431054_at	78651	10090	Lsm6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	38271
1426208_x_at	22634	10090	Plagl1	pleiomorphic adenoma gene-like 1	31401
1429433_at	226562	10090	Prrc2c	proline-rich coiled-coil 2C	41015
1425895_a_at	15901	10090	Id1	inhibitor of DNA binding 1	1631
1455789_x_at	15481	10090	Hspa8	heat shock protein 8	68524
1460184_at	15107	10090	Hadh	hydroxyacyl-Coenzyme A dehydrogenase	55888
1455778_at	93681	10090	Zkscan8	zinc finger with KRAB and SCAN domains 8	21268
1417082_at	67628	10090	Anp32b	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B	137872
1421950_at	18637	10090	Pfdn2	prefoldin 2	7887
1429429_s_at	319263	10090	Pcmtd1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	14180
1416365_at	15516	10090	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1	74306
1459749_s_at	329628	10090	Fat4	FAT atypical cadherin 4	14377
1452318_a_at	15511	10090	Hspa1b	heat shock protein 1B	133785
1421963_a_at	12531	10090	Cdc25b	cell division cycle 25B	41451
1418116_at	240832	10090	Tor1aip2	torsin A interacting protein 2	17028
1421163_a_at	18027	10090	Nfia	nuclear factor I/A	4086
1416461_at	53872	10090	Caprin1	cell cycle associated protein 1	4310
1423917_a_at	13043	10090	Cttn	cortactin	3834
1435087_at	230761	10090	Zfp362	zinc finger protein 362	77409
1419874_x_at	235320	10090	Zbtb16	zinc finger and BTB domain containing 16	21214
1434907_at	237336	10090	Tbpl1	TATA box binding protein-like 1	3577
1416270_at	67710	10090	Polr2g	polymerase (RNA) II (DNA directed) polypeptide G	2019
1421955_a_at	17999	10090	Nedd4	neural precursor cell expressed, developmentally down-regulated 4	134533
1430554_at	320398	10090	Lrig3	leucine-rich repeats and immunoglobulin-like domains 3	62452
1423399_a_at	67057	10090	Yaf2	YY1 associated factor 2	4203
1438647_x_at	26370	10090	Cetn2	centrin 2	55798
1452148_at	16976	10090	Lrpap1	low density lipoprotein receptor-related protein associated protein 1	37612
1460203_at	16438	10090	Itpr1	inositol 1,4,5-trisphosphate receptor 1	1673
1416513_at	16779	10090	Lamb2	laminin, beta 2	1723
1427764_a_at	21423	10090	Tcf3	transcription factor 3	2408
1427413_a_at	13046	10090	Celf1	CUGBP, Elav-like family member 1	134102
1417538_at	24060	10090	Slc35a1	solute carrier family 35 (CMP-sialic acid transporter), member 1	38181
1460011_at	232174	10090	Cyp26b1	cytochrome P450, family 26, subfamily b, polypeptide 1	23179
1441213_at	234878	10090	Map3k21	mitogen-activated protein kinase kinase kinase 21	32778
1455547_at	20286	10090	Zc3h7b	zinc finger CCCH type containing 7B	9735
1420478_at	53605	10090	Nap1l1	nucleosome assembly protein 1-like 1	129218
1437061_at	17190	10090	Mbd1	methyl-CpG binding domain protein 1	8414
1423702_at	14958	10090	H1f0	H1 histone family, member 0	136788
1415917_at	108156	10090	Mthfd1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase	55940
1440803_x_at	21338	10090	Tacr3	tachykinin receptor 3	824
1453140_at	208292	10090	Zfp871	zinc finger protein 871	138401
1424215_at	72018	10090	Fundc1	FUN14 domain containing 1	41738
1426840_at	229096	10090	Ythdf3	YTH domain family 3	34991
1434000_at	16653	10090	Kras	Kirsten rat sarcoma viral oncogene homolog	37990
1454838_s_at	106522	10090	Pkdcc	protein kinase domain containing, cytoplasmic	18932
1452712_at	627828	10090	Gm6793	heterogeneous nuclear ribonucleoprotein A3 pseudogene	-
1452712_at	229279	10090	Hnrnpa3	heterogeneous nuclear ribonucleoprotein A3	138303
1417376_a_at	54725	10090	Cadm1	cell adhesion molecule 1	8641
1426089_a_at	226499	10090	BC003331	cDNA sequence BC003331	41202
1449363_at	11910	10090	Atf3	activating transcription factor 3	1265
1433833_at	72007	10090	Fndc3b	fibronectin type III domain containing 3B	11244
1423662_at	70495	10090	Atp6ap2	ATPase, H+ transporting, lysosomal accessory protein 2	38097
1415686_at	68365	10090	Rab14	RAB14, member RAS oncogene family	48679
1421849_at	20843	10090	Stag2	stromal antigen 2	38206
1421840_at	11303	10090	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	21130
1455052_a_at	76789	10090	Mzt1	mitotic spindle organizing protein 1	45495
1454652_at	53861	10090	Zranb2	zinc finger, RAN-binding domain containing 2	-
1423394_at	66881	10090	Pcyox1	prenylcysteine oxidase 1	9458
1416721_s_at	67996	10090	Srsf6	serine/arginine-rich splicing factor 6	110783
1434129_s_at	218454	10090	Lhfpl2	lipoma HMGIC fusion partner-like 2	4222
1438561_x_at	75146	10090	Mfsd13a	major facilitator superfamily domain containing 13a	12592
1434075_at	233812	10090	BC030336	cDNA sequence BC030336	16600
1430043_at	72795	10090	Ttc19	tetratricopeptide repeat domain 19	9831
1421041_s_at	14857	10090	Gsta1	glutathione S-transferase, alpha 1 (Ya)	74378
1421041_s_at	14858	10090	Gsta2	glutathione S-transferase, alpha 2 (Yc2)	74378
1421041_s_at	100042295	10090	Gm3776	predicted gene 3776	74378
1426641_at	217410	10090	Trib2	tribbles pseudokinase 2	41445
1456404_at	23794	10090	Adamts5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	5109
1424925_at	140740	10090	Sec63	SEC63-like (S. cerevisiae)	5220
1433471_at	21414	10090	Tcf7	transcription factor 7, T cell specific	137220
1416808_at	18073	10090	Nid1	nidogen 1	1878
1435818_at	236904	10090	Klhl15	kelch-like 15	17703
1416555_at	13663	10090	Ei24	etoposide induced 2.4 mRNA	3588
1424595_at	16456	10090	F11r	F11 receptor	14255
1435261_at	387314	10090	Tmtc1	transmembrane and tetratricopeptide repeat containing 1	65299
1455083_at	320940	10090	Atp11c	ATPase, class VI, type 11C	27862
1451574_at	77578	10090	Bcl9	B cell CLL/lymphoma 9	3191
1423091_a_at	14758	10090	Gpm6b	glycoprotein m6b	128189
1424347_at	67857	10090	Ppp6c	protein phosphatase 6, catalytic subunit	68273
1423846_x_at	434428	10090	Gm5620	tubulin, alpha 1B pseudogene	-
1423846_x_at	22143	10090	Tuba1b	tubulin, alpha 1B	134527
1416416_x_at	14862	10090	Gstm1	glutathione S-transferase, mu 1	115474
1423104_at	16367	10090	Irs1	insulin receptor substrate 1	4049
1450533_a_at	22634	10090	Plagl1	pleiomorphic adenoma gene-like 1	31401
1428853_at	19206	10090	Ptch1	patched 1	223
1418990_at	66607	10090	Ms4a4d	membrane-spanning 4-domains, subfamily A, member 4D	113790
1450407_a_at	11737	10090	Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	137229
1434920_a_at	14026	10090	Evl	Ena-vasodilator stimulated phosphoprotein	56752
1418467_at	66993	10090	Smarcd3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	2314
1429461_at	70422	10090	Ints2	integrator complex subunit 2	10801
1429701_at	71967	10090	Mageb16	melanoma antigen family B, 16	72569
1452156_a_at	64652	10090	Nisch	nischarin	136161
1433781_a_at	64945	10090	Cldn12	claudin 12	40809
1445684_s_at	15182	10090	Hdac2	histone deacetylase 2	68187
1430533_a_at	12387	10090	Ctnnb1	catenin (cadherin associated protein), beta 1	1434
1426758_s_at	17263	10090	Meg3	maternally expressed 3	-
1424048_a_at	72017	10090	Cyb5r1	cytochrome b5 reductase 1	96059
1423809_at	106795	10090	Tcf19	transcription factor 19	5156
1421172_at	11489	10090	Adam12	a disintegrin and metallopeptidase domain 12 (meltrin alpha)	74862
1456386_at	170791	10090	Rbm39	RNA binding motif protein 39	136465
1416653_at	20912	10090	Stxbp3	syntaxin binding protein 3	5260
1456307_s_at	11513	10090	Adcy7	adenylate cyclase 7	866
1437585_x_at	22666	10090	Zbtb14	zinc finger and BTB domain containing 14	2560
1440253_at	69077	10090	Psmd11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	2108
1438025_at	108853	10090	Mtrf1l	mitochondrial translational release factor 1-like	5905
1423430_at	18432	10090	Mybbp1a	MYB binding protein (P160) 1a	40954
1455696_a_at	19134	10090	Prpf4b	pre-mRNA processing factor 4B	134085
1416158_at	11819	10090	Nr2f2	nuclear receptor subfamily 2, group F, member 2	7628
1436511_at	208768	10090	Sde2	SDE2 telomere maintenance homolog (S. pombe)	134327
1420634_a_at	17126	10090	Smad2	SMAD family member 2	21197
1449930_a_at	66256	10090	Ssr2	signal sequence receptor, beta	2369
1435464_at	68552	10090	Smim14	small integral membrane protein 14	64466
1448659_at	12369	10090	Casp7	caspase 7	11168
1455301_at	330319	10090	Wipf3	WAS/WASL interacting protein family, member 3	113391
1428145_at	52538	10090	Acaa2	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	4456
1429763_at	98417	10090	Cnih4	cornichon family AMPA receptor auxiliary protein 4	5932
1455591_at	72701	10090	Zfp618	zinc finger protein 618	18975
1460295_s_at	16195	10090	Il6st	interleukin 6 signal transducer	1645
1426234_s_at	211556	10090	Ap1ar	adaptor-related protein complex 1 associated regulatory protein	10236
1422785_at	114713	10090	Rasa2	RAS p21 protein activator 2	4745
1434620_s_at	225358	10090	Fam13b	family with sequence similarity 13, member B	9585
1448552_s_at	66950	10090	Tmem206	transmembrane protein 206	10097
1428552_at	66520	10090	2610001J05Rik	RIKEN cDNA 2610001J05 gene	-
1424669_at	68520	10090	Zfyve21	zinc finger, FYVE domain containing 21	11448
1453375_at	76871	10090	4930422N03Rik	RIKEN cDNA 4930422N03 gene	-
1426499_at	227700	10090	Sh3glb2	SH3-domain GRB2-like endophilin B2	10595
1415724_a_at	12540	10090	Cdc42	cell division cycle 42	137230
1429043_at	76479	10090	Smndc1	survival motor neuron domain containing 1	4290
1439443_x_at	21881	10090	Tkt	transketolase	68154
1460645_at	66917	10090	Chordc1	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1	8111
1433845_x_at	75590	10090	Dusp9	dual specificity phosphatase 9	1066
1417500_a_at	21817	10090	Tgm2	transglutaminase 2, C polypeptide	3391
1436684_a_at	67045	10090	Riok2	RIO kinase 2 (yeast)	6760
1434822_at	223828	10090	Pphln1	periphilin 1	9533
1426453_at	69617	10090	Pitrm1	pitrilysin metallepetidase 1	5742
1460226_at	22037	10090	Trap1a	tumor rejection antigen P1A	86968
1420365_a_at	53379	10090	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1	22992
1438412_at	-	-	-	-	-
1416478_a_at	17448	10090	Mdh2	malate dehydrogenase 2, NAD (mitochondrial)	55938
1452867_at	68018	10090	Col4a3bp	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	4173
1434541_x_at	20218	10090	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	4781
1424484_at	232157	10090	Mob1a	MOB kinase activator 1A	10076
1425974_a_at	217069	10090	Trim25	tripartite motif-containing 25	48325
1456046_at	17064	10090	Cd93	CD93 antigen	7823
1416164_at	23876	10090	Fbln5	fibulin 5	38170
1436515_at	12014	10090	Bach2	BTB and CNC homology, basic leucine zipper transcription factor 2	7240
1423916_s_at	30853	10090	Mlf2	myeloid leukemia factor 2	3968
1426002_a_at	12545	10090	Cdc7	cell division cycle 7 (S. cerevisiae)	31166
1434941_s_at	66580	10090	Esf1	ESF1 nucleolar pre-rRNA processing protein homolog	5717
1417457_at	66197	10090	Cks2	CDC28 protein kinase regulatory subunit 2	86883
1428967_at	16001	10090	Igf1r	insulin-like growth factor I receptor	30997
1429559_at	14682	10090	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	1566
1433816_at	230125	10090	Slc25a51	solute carrier family 25, member 51	88487
1415747_s_at	66878	10090	Riok3	RIO kinase 3	2843
1454785_at	72102	10090	Dusp11	dual specificity phosphatase 11 (RNA/RNP complex 1-interacting)	31183
1416119_at	22166	10090	Txn1	thioredoxin 1	128202
1437735_at	17931	10090	Ppp1r12a	protein phosphatase 1, regulatory (inhibitor) subunit 12A	1855
1452308_a_at	98660	10090	Atp1a2	ATPase, Na+/K+ transporting, alpha 2 polypeptide	47947
1433666_s_at	218035	10090	Vps41	VPS41 HOPS complex subunit	69165
1425340_a_at	19262	10090	Ptpra	protein tyrosine phosphatase, receptor type, A	20621
1424067_at	15894	10090	Icam1	intercellular adhesion molecule 1	168
1427296_at	218236	10090	Fam120a	family with sequence similarity 120, member A	8752
1439553_s_at	68051	10090	Nutf2	nuclear transport factor 2	110745
1439553_s_at	668830	10090	Gm9386	predicted pseudogene 9386	-
1439553_s_at	621832	10090	Nutf2-ps2	nuclear transport factor 2, pseudogene 2	110745
1439553_s_at	100043462	10090	Nutf2-ps1	nuclear transport factor 2, pseudogene 1	-
1419655_at	21887	10090	Tle3	transducin-like enhancer of split 3	21059
1418969_at	27401	10090	Skp2	S-phase kinase-associated protein 2 (p45)	55942
1419971_s_at	74102	10090	Slc35a5	solute carrier family 35, member A5	9930
1434775_at	93742	10090	Pard3	par-3 family cell polarity regulator	10489
1455897_x_at	15312	10090	Hmgn1	high mobility group nucleosomal binding domain 1	3643
1417124_at	56431	10090	Dstn	destrin	21362
1439549_at	208748	10090	Prrg3	proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane)	11452
1455729_at	14682	10090	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	1566
1418640_at	93759	10090	Sirt1	sirtuin 1	56556
1420899_at	19330	10090	Rab18	RAB18, member RAS oncogene family	40765
1455600_at	27050	10090	Rps3	ribosomal protein S3	779
1420474_at	14489	10090	Mtpn	myotrophin	40607
1422103_a_at	20851	10090	Stat5b	signal transducer and activator of transcription 5B	55718
1448135_at	11911	10090	Atf4	activating transcription factor 4	1266
1459890_s_at	73737	10090	1110008P14Rik	RIKEN cDNA 1110008P14 gene	41552
1433580_at	269113	10090	Nup54	nucleoporin 54	41169
1455047_at	57443	10090	Fbxo3	F-box protein 3	8133
1422485_at	17128	10090	Smad4	SMAD family member 4	31310
1419359_at	192231	10090	Hexim1	hexamethylene bis-acetamide inducible 1	31382
1428367_at	15531	10090	Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	20386
1422128_at	67115	10090	Rpl14	ribosomal protein L14	68375
1423931_s_at	52206	10090	Anapc4	anaphase promoting complex subunit 4	40873
1449439_at	93691	10090	Klf7	Kruppel-like factor 7 (ubiquitous)	2751
1416732_at	21974	10090	Top2b	topoisomerase (DNA) II beta	134711
1426743_at	216190	10090	Appl2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	10046
1428169_at	77040	10090	Atg16l1	autophagy related 16-like 1 (S. cerevisiae)	41786
1460173_at	16796	10090	Lasp1	LIM and SH3 protein 1	4480
1448240_at	56453	10090	Mbtps1	membrane-bound transcription factor peptidase, site 1	2808
1426682_at	104625	10090	Cnot6	CCR4-NOT transcription complex, subunit 6	69187
1460564_at	64453	10090	Zfp280b	zinc finger protein 280B	62794
1451190_a_at	104175	10090	Sbk1	SH3-binding kinase 1	17084
1434082_at	237459	10090	Cdk17	cyclin-dependent kinase 17	55666
1434731_x_at	18477	10090	Prdx1	peroxiredoxin 1	99789
1434731_x_at	100862012	10090	Gm21399	peroxiredoxin pseudogene 2	-
1416999_at	20598	10090	Smpd2	sphingomyelin phosphodiesterase 2, neutral	31129
1448306_at	18035	10090	Nfkbia	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	7863
1433795_at	21814	10090	Tgfbr3	transforming growth factor, beta receptor III	2436
1435376_at	72108	10090	Ddhd2	DDHD domain containing 2	66646
1436698_x_at	407831	10090	Tmem204	transmembrane protein 204	36419
1450647_at	12807	10090	Hps3	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	13019
1419375_at	22380	10090	Wbp4	WW domain binding protein 4	38287
1454955_at	233726	10090	Ipo7	importin 7	4659
1415764_at	667118	10090	Zbed6	zinc finger, BED type containing 6	130066
1415764_at	70579	10090	Zc3h11a	zinc finger CCCH type containing 11A	8888
1450760_a_at	71777	10090	Ing3	inhibitor of growth family, member 3	6804
1426615_s_at	234593	10090	Ndrg4	N-myc downstream regulated gene 4	23228
1423451_at	53328	10090	Pgrmc1	progesterone receptor membrane component 1	48457
1452781_a_at	71752	10090	Gtf3c2	general transcription factor IIIC, polypeptide 2, beta	37490
1434132_at	223593	10090	Washc5	WASH complex subunit 5	8898
1416673_at	56175	10090	Bace2	beta-site APP-cleaving enzyme 2	22696
1435151_a_at	27050	10090	Rps3	ribosomal protein S3	779
1419872_at	12978	10090	Csf1r	colony stimulating factor 1 receptor	3817
